a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,class
0.333333333,0.733333333,0.333333333,0.533333333,0.266666667,0.533333333,0.333333333,0.8,0.266666667,0.466666667,0.866666667,0.533333333,0.2,0.6,0,0.533333333,20
0.466666667,0.533333333,0.533333333,0.4,0.266666667,0.266666667,0.533333333,0.4,0.533333333,0.6,0.6,0.666666667,0.2,0.6,0.2,0.333333333,20
0.2,0.2,0.333333333,0.133333333,0.133333333,0.6,0.466666667,0.133333333,0.533333333,0.733333333,0.266666667,0.466666667,0.133333333,0.533333333,0.2,0.533333333,23
0.2,0.4,0.266666667,0.266666667,0.066666667,0.466666667,0.466666667,0.2,0.866666667,0.6,0.4,0.533333333,0,0.533333333,0.533333333,0.533333333,25
0.133333333,0.2,0.133333333,0.066666667,0.066666667,0.333333333,0.8,0.2,0.133333333,0.6,0.666666667,0.466666667,0.133333333,0.733333333,0.066666667,0.533333333,21
0.4,0.733333333,0.6,0.533333333,0.8,0.533333333,0.533333333,0.266666667,0.266666667,0.4,0.466666667,0.533333333,0.666666667,0.4,0.533333333,0.533333333,20
0.266666667,0.466666667,0.333333333,0.333333333,0.133333333,0.4,0.4,0.4,0.666666667,0.466666667,0.4,0.866666667,0.066666667,0.6,0.266666667,0.6,2
0.333333333,0.466666667,0.4,0.333333333,0.266666667,0.533333333,0.533333333,0.4,0.4,0.4,0.333333333,0.2,0.533333333,0.6,0.333333333,0.466666667,13
0.266666667,0.133333333,0.333333333,0.266666667,0.2,0.6,0.466666667,0.4,0.4,0.466666667,0.4,0.533333333,0.4,0.533333333,0.2,0.466666667,7
0.4,0.533333333,0.4,0.4,0.266666667,0.133333333,0.666666667,0.2,0.2,0.733333333,0.733333333,0.6,0.466666667,0.666666667,0.066666667,0.4,22
0.4,0.466666667,0.266666667,0.666666667,0.2,0.666666667,0.4,0.2,0.266666667,0.733333333,0.2,0.333333333,0.2,0.533333333,0.466666667,0.666666667,9
0.533333333,0.466666667,0.4,0.733333333,0.333333333,0.6,0.466666667,0.333333333,0.333333333,0.266666667,0.8,0.333333333,0.266666667,0.733333333,0.333333333,0.466666667,24
0.2,0.466666667,0.266666667,0.333333333,0.133333333,0.333333333,0.733333333,0.533333333,0.266666667,0.466666667,0.2,0.6,0.2,0.466666667,0.4,0.733333333,17
0.266666667,0.466666667,0.4,0.533333333,0.4,0.533333333,0.333333333,0.533333333,0.266666667,0.4,0.333333333,0.6,0.266666667,0.6,0.4,0.533333333,16
0.2,0.4,0.266666667,0.266666667,0.133333333,0.466666667,0.466666667,0.466666667,0.266666667,0.6,0.4,0.533333333,0.2,0.533333333,0.2,0.533333333,14
0.466666667,1,0.333333333,0.533333333,0.2,0.666666667,0.133333333,0.133333333,0.333333333,0.666666667,0.066666667,0.6,0.2,0.466666667,0.266666667,0.6,18
0.266666667,0.333333333,0.4,0.266666667,0.133333333,0.266666667,0.8,0.2,0.2,0.666666667,0.733333333,0.466666667,0.133333333,0.666666667,0.066666667,0.533333333,21
0.2,0.533333333,0.333333333,0.4,0.2,0.4,0.266666667,0.2,0,0.4,0.133333333,0.466666667,0.133333333,0.466666667,0.133333333,0.466666667,0
0.266666667,0.466666667,0.466666667,0.333333333,0.333333333,0.466666667,0.4,0.133333333,0.266666667,0.4,0.066666667,0.4,0.2,0.333333333,0.2,0.466666667,0
0.333333333,0.466666667,0.4,0.333333333,0.4,0.466666667,0.666666667,0.333333333,0.266666667,0.533333333,0.4,0.533333333,0.133333333,0.6,0.466666667,0.733333333,5
0.266666667,0.666666667,0.4,0.533333333,0.466666667,0.533333333,0.533333333,0.333333333,0.2,0.533333333,0.333333333,0.466666667,0.266666667,0.6,0.733333333,0.533333333,18
0.266666667,0.4,0.4,0.266666667,0.333333333,0.333333333,0.533333333,0.266666667,0.333333333,0.4,0.466666667,0.533333333,0.333333333,0.666666667,0.266666667,0.533333333,19
0.066666667,0.2,0.133333333,0.133333333,0.066666667,0.466666667,0.466666667,0.066666667,0.4,0.866666667,0.4,0.533333333,0,0.533333333,0,0.533333333,8
0.066666667,0.066666667,0.133333333,0.133333333,0.066666667,0.666666667,0.466666667,0.133333333,0.333333333,0.733333333,0.266666667,0.533333333,0,0.466666667,0,0.466666667,9
0.4,0.466666667,0.4,0.333333333,0.266666667,0.266666667,0.733333333,0.2,0.2,0.6,0.6,0.466666667,0.466666667,0.733333333,0.133333333,0.4,22
0.066666667,0,0.133333333,0.066666667,0,0.466666667,0.466666667,0.733333333,0,0.333333333,0.4,0.533333333,0.266666667,0.533333333,0,0.533333333,13
0.333333333,0.666666667,0.333333333,0.533333333,0.2,0.466666667,0.466666667,1,0.133333333,0.266666667,0.4,0.533333333,0.4,0.533333333,0,0.533333333,13
0.333333333,0.6,0.4,0.466666667,0.533333333,0.533333333,0.6,0.333333333,0.133333333,0.466666667,0.466666667,0.533333333,0.533333333,0.6,0.266666667,0.533333333,14
0.333333333,0.6,0.266666667,0.266666667,0.133333333,0.466666667,0.666666667,0.266666667,0.266666667,0.533333333,0.6,0.4,0.2,0.666666667,0.133333333,0.466666667,21
0.333333333,0.533333333,0.533333333,0.4,0.266666667,0.533333333,0.533333333,0.066666667,0.533333333,0.733333333,0.266666667,0.466666667,0.266666667,0.6,0.266666667,0.533333333,23
0.2,0.733333333,0.333333333,0.533333333,0.2,0.266666667,0.266666667,0.266666667,0.533333333,0.133333333,0,0.4,0,0.4,0.066666667,0.333333333,11
0.133333333,0.4,0.2,0.266666667,0.066666667,0,0.066666667,0.333333333,0.4,0,0,0.4,0,0.533333333,0,0.533333333,11
0.4,0.733333333,0.533333333,0.533333333,0.533333333,0.6,0.4,0.266666667,0.333333333,0.466666667,0.4,0.466666667,0.266666667,0.533333333,0.4,0.666666667,1
0.2,0.2,0.333333333,0.133333333,0.133333333,0.466666667,0.533333333,0.2,0.4,0.666666667,0.466666667,0.533333333,0.2,0.533333333,0.2,0.533333333,7
0.333333333,0.533333333,0.4,0.4,0.333333333,0.4,0.533333333,0.466666667,0.266666667,0.6,0.533333333,0.533333333,0.2,0.533333333,0.2,0.533333333,14
0.4,0.533333333,0.4,0.4,0.2,0.333333333,0.8,0.133333333,0.533333333,0.8,0.6,0.266666667,0.066666667,0.733333333,0.133333333,0.266666667,19
0.2,0.266666667,0.333333333,0.2,0.133333333,0.4,0.8,0.133333333,0.2,0.466666667,0.733333333,0.533333333,0.133333333,0.666666667,0.066666667,0.533333333,21
0.4,0.733333333,0.6,0.533333333,0.6,0.466666667,0.466666667,0.4,0.266666667,0.533333333,0.4,0.533333333,0.333333333,0.8,0.666666667,0.8,5
0.133333333,0.2,0.2,0.266666667,0.2,0.6,0.533333333,0.4,0.066666667,0.333333333,0.466666667,0.666666667,0.133333333,0.666666667,0.333333333,0.666666667,16
0.4,0.333333333,0.4,0.533333333,0.2,0.466666667,0.466666667,1,0.133333333,0.266666667,0.4,0.533333333,0.4,0.533333333,0,0.533333333,13
0.466666667,0.866666667,0.466666667,0.466666667,0.4,0.533333333,0.466666667,0.2,0.333333333,0.6,0.266666667,0.533333333,0.4,0.4,0.466666667,0.4,17
0.2,0.466666667,0.2,0.333333333,0.133333333,0.466666667,0.466666667,0.866666667,0.133333333,0.333333333,0.4,0.533333333,0.333333333,0.533333333,0,0.533333333,13
0.266666667,0.466666667,0.4,0.333333333,0.4,0.533333333,0.533333333,0.066666667,0.266666667,0.666666667,0.4,0.4,0.333333333,0.666666667,0.266666667,0.333333333,5
0.266666667,0.6,0.333333333,0.466666667,0.2,0.2,0.466666667,0.4,0.733333333,0.466666667,0.4,1,0,0.533333333,0.466666667,0.466666667,4
0.2,0.2,0.266666667,0.133333333,0.066666667,0.333333333,0.866666667,0.2,0.466666667,0.8,0.6,0.2,0.066666667,0.666666667,0.066666667,0.333333333,19
0.333333333,0.4,0.4,0.4,0.4,0.4,0.466666667,0.333333333,0.2,0.4,0.333333333,0.533333333,0.466666667,0.6,0.266666667,0.533333333,13
0.4,0.8,0.4,0.4,0.333333333,0.333333333,0.6,0.133333333,0.333333333,0.466666667,0.333333333,0.666666667,0.266666667,0.466666667,0.4,0.466666667,17
0.066666667,0.666666667,0,0.466666667,0,0.466666667,0.466666667,0.266666667,0.266666667,0.466666667,0.4,0.533333333,0,0.533333333,0,0.533333333,8
0.266666667,0.466666667,0.4,0.4,0.333333333,0.466666667,0.466666667,0.266666667,0.266666667,0.4,0.4,0.6,0.266666667,0.6,0.066666667,0.533333333,20
0.2,0.466666667,0.2,0.333333333,0.2,0.333333333,0.666666667,0.533333333,0.2,0.6,0.4,0.333333333,0.066666667,0.666666667,0.2,0.533333333,15
0.333333333,0.466666667,0.466666667,0.333333333,0.2,0.333333333,0.866666667,0.333333333,0.333333333,0.866666667,0.466666667,0.2,0.133333333,0.666666667,0.133333333,0.4,5
0.333333333,0.333333333,0.333333333,0.4,0.333333333,0.533333333,0.466666667,0.4,0.133333333,0.533333333,0.4,0.733333333,0.2,0.6,0.4,0.533333333,16
0.133333333,0.2,0.2,0.266666667,0.066666667,0.466666667,0.466666667,0.2,0.866666667,0.6,0.4,0.533333333,0,0.533333333,0.466666667,0.533333333,25
0.333333333,0.733333333,0.333333333,0.4,0.133333333,0.533333333,0.466666667,0.266666667,0.2,0.866666667,0.466666667,0.533333333,0.2,0.666666667,0.2,0.533333333,18
0.266666667,0.533333333,0.266666667,0.4,0.133333333,0.466666667,0.466666667,0.933333333,0.133333333,0.266666667,0.4,0.533333333,0.4,0.533333333,0,0.533333333,13
0.066666667,0,0.133333333,0,0.066666667,0.466666667,0.533333333,0.2,0,0.466666667,0.533333333,0.533333333,0.333333333,0.666666667,0,0.533333333,22
0.6,0.8,0.733333333,0.4,0.4,0.4,0.2,0.2,0.133333333,0.466666667,0.266666667,0.733333333,0.666666667,0.066666667,0.133333333,0.533333333,12
0.133333333,0.2,0.2,0.266666667,0.133333333,0.466666667,0.533333333,0.333333333,0.133333333,0.466666667,0.533333333,0.666666667,0.133333333,0.6,0.266666667,0.533333333,16
0.266666667,0.533333333,0.333333333,0.4,0.266666667,0.466666667,0.466666667,0.466666667,0.466666667,0.466666667,0.4,0.266666667,0.2,0.533333333,0.2,0.466666667,3
0.066666667,0.2,0.2,0.133333333,0.133333333,0.533333333,0.466666667,0.2,0.333333333,0.666666667,0.333333333,0.466666667,0.133333333,0.533333333,0.266666667,0.6,1
0.333333333,0.733333333,0.333333333,0.4,0.2,0.666666667,0.266666667,0.266666667,0.466666667,0.733333333,0.2,0.6,0.2,0.466666667,0.533333333,0.733333333,16
0.466666667,0.533333333,0.466666667,0.4,0.333333333,0.266666667,0.733333333,0.2,0.2,0.6,0.6,0.466666667,0.466666667,0.733333333,0.133333333,0.4,22
0.133333333,0.133333333,0.2,0.2,0.133333333,0.466666667,0.6,0.266666667,0.066666667,0.533333333,0.533333333,0.666666667,0.133333333,0.6,0.266666667,0.533333333,16
0.466666667,0.666666667,0.666666667,0.466666667,0.4,0.266666667,0.6,0.2,0.266666667,0.666666667,0.666666667,0.6,0.533333333,0.466666667,0.133333333,0.466666667,13
0.266666667,0.6,0.333333333,0.4,0.266666667,0.466666667,0.466666667,0.2,0.533333333,0.733333333,0.466666667,0.6,0.2,0.533333333,0.333333333,0.533333333,4
0.333333333,0.533333333,0.533333333,0.4,0.6,0.533333333,0.4,0.2,0.133333333,0.533333333,0.266666667,0.533333333,0.8,0.333333333,0.133333333,0.466666667,12
0.2,0.466666667,0.266666667,0.4,0.133333333,0.533333333,0.466666667,0.533333333,0.333333333,0.4,0.466666667,0.533333333,0.2,0.533333333,0.333333333,0.6,16
0.066666667,0.266666667,0.133333333,0.133333333,0.066666667,0.6,0.4,0.2,0.333333333,0.8,0.333333333,0.6,0.066666667,0.466666667,0.066666667,0.466666667,9
0.4,0.4,0.4,0.266666667,0.266666667,0.333333333,0.533333333,0.333333333,0.466666667,0.533333333,0.4,0.6,0.333333333,0.6,0.333333333,0.2,20
0.533333333,0.866666667,0.533333333,0.466666667,0.333333333,0.533333333,0.266666667,0.2,0.333333333,0.733333333,0.4,0.733333333,0.2,0.466666667,0.466666667,0.533333333,11
0.333333333,0.6,0.466666667,0.466666667,0.4,0.4,0.4,0.4,0.266666667,0.4,0.333333333,0.533333333,0.4,0.466666667,0.4,0.666666667,7
0.2,0.133333333,0.266666667,0.266666667,0.2,0.4,0.466666667,0.333333333,0.333333333,0.4,0.333333333,0.466666667,0.2,0.466666667,0.266666667,0.533333333,17
0.4,0.666666667,0.6,0.533333333,0.266666667,0.333333333,0.6,0.133333333,0.6,0.666666667,0.666666667,0.6,0.2,0.533333333,0.266666667,0.4,23
0.133333333,0.066666667,0.2,0.133333333,0.133333333,0.466666667,0.533333333,0.533333333,0.333333333,0.466666667,0.4,0.466666667,0.133333333,0.533333333,0.533333333,0.6,1
0.4,0.666666667,0.4,0.533333333,0.2,0.266666667,0.733333333,0.133333333,0.266666667,0.6,0.733333333,0.466666667,0.2,0.6,0.066666667,0.466666667,21
0.2,0.333333333,0.266666667,0.333333333,0.266666667,0.466666667,0.4,0.133333333,0.333333333,0.466666667,0.4,0.6,0.133333333,0.733333333,0.466666667,0.533333333,23
0.266666667,0.6,0.4,0.466666667,0.533333333,0.533333333,0.6,0.2,0.333333333,0.333333333,0.466666667,0.533333333,0.333333333,0.6,0.533333333,0.466666667,17
0.2,0.6,0.333333333,0.4,0.266666667,0.533333333,0.733333333,0.133333333,0.466666667,0.4,0.733333333,0.466666667,0.133333333,0.8,0.066666667,0.466666667,19
0.2,0.533333333,0.266666667,0.4,0.266666667,0.533333333,0.466666667,0.466666667,0.333333333,0.466666667,0.466666667,0.6,0.133333333,0.6,0.533333333,0.533333333,18
0.333333333,0.666666667,0.466666667,0.533333333,0.2,0.533333333,0.466666667,0.6,0.533333333,0.466666667,0.4,0.6,0.2,0.533333333,0.266666667,0.533333333,14
0.4,0.6,0.6,0.466666667,0.333333333,0.6,0.4,0.133333333,0.466666667,0.666666667,0.2,0.6,0.466666667,0.466666667,0.4,0.6,10
0.266666667,0.6,0.4,0.533333333,0.4,0.466666667,0.466666667,0.333333333,0.266666667,0.4,0.466666667,0.533333333,0.4,0.533333333,0.066666667,0.466666667,20
0.133333333,0.333333333,0.266666667,0.266666667,0.133333333,0.466666667,0.266666667,0.066666667,0.533333333,0.533333333,0.133333333,0.666666667,0,0.466666667,0.133333333,0.533333333,11
0.333333333,0.6,0.533333333,0.466666667,0.666666667,0.533333333,0.4,0.266666667,0.266666667,0.4,0.466666667,0.533333333,0.733333333,0.6,0.4,0.533333333,20
0.333333333,0.4,0.4,0.533333333,0.2,0.466666667,0.466666667,0.266666667,1,0.6,0.4,0.533333333,0,0.533333333,0.533333333,0.533333333,25
0.333333333,0.466666667,0.4,0.4,0.4,0.4,0.466666667,0.133333333,0.333333333,0.466666667,0.466666667,0.666666667,0.2,0.533333333,0.466666667,0.533333333,23
0.266666667,0.6,0.2,0.333333333,0.133333333,0.4,0.666666667,0.133333333,0.333333333,0.866666667,0.4,0.266666667,0.066666667,0.6,0.266666667,0.533333333,8
0.266666667,0.4,0.266666667,0.266666667,0.133333333,0.4,0.733333333,0.133333333,0.6,0.733333333,0.6,0.266666667,0,0.666666667,0.2,0.333333333,19
0.333333333,0.333333333,0.4,0.466666667,0.533333333,0.533333333,0.4,0.266666667,0.2,0.4,0.466666667,0.466666667,0.4,0.6,0.266666667,0.333333333,15
0.333333333,0.4,0.533333333,0.266666667,0.266666667,0.333333333,0.466666667,0.2,0.333333333,0.666666667,0.666666667,0.666666667,0.533333333,0.333333333,0.133333333,0.466666667,12
0.2,0.333333333,0.333333333,0.466666667,0.466666667,0.533333333,0.266666667,0.266666667,0.2,0.466666667,0.533333333,0.533333333,0.333333333,0.6,0.333333333,0.533333333,24
0.2,0.066666667,0.2,0.133333333,0.066666667,0.533333333,0.533333333,0.266666667,0,0.466666667,0.533333333,0.533333333,0.466666667,0.666666667,0,0.533333333,22
0.2,0.133333333,0.2,0.2,0.133333333,0.466666667,0.533333333,0.333333333,0.666666667,0.4,0.4,0.6,0.066666667,0.533333333,0.466666667,0.533333333,25
0.4,0.466666667,0.533333333,0.6,0.466666667,0.466666667,0.533333333,0.266666667,0.466666667,0.4,0.466666667,0.466666667,0.2,0.666666667,0.6,0.6,9
0.133333333,0.066666667,0.133333333,0.066666667,0.066666667,0.466666667,0.466666667,0.4,0.4,0.466666667,0.4,0.333333333,0.133333333,0.533333333,0.133333333,0.466666667,3
0.2,0.466666667,0.2,0.266666667,0.066666667,0.2,0.466666667,0.466666667,0.133333333,0.466666667,0.333333333,0.733333333,0.2,0.533333333,0.133333333,0.733333333,10
0.333333333,0.6,0.466666667,0.533333333,0.333333333,0.4,0.4,0.4,0.333333333,0.533333333,0.333333333,0.533333333,0.266666667,0.4,0.333333333,0.4,14
0.2,0.466666667,0.333333333,0.333333333,0.133333333,0.666666667,0.333333333,0.133333333,0.533333333,0.666666667,0.066666667,0.466666667,0.2,0.466666667,0.2,0.666666667,23
0.4,0.733333333,0.266666667,0.4,0.133333333,0.4,0.533333333,0.466666667,0.4,0.733333333,0.466666667,0.466666667,0.133333333,0.6,0.333333333,0.533333333,2
0.333333333,0.6,0.4,0.466666667,0.333333333,0.466666667,0.466666667,0.533333333,0.333333333,0.333333333,0.466666667,0.6,0.2,0.4,0.333333333,0.6,6
0.2,0.266666667,0.333333333,0.2,0.2,0.533333333,0.466666667,0.2,0.333333333,0.666666667,0.333333333,0.466666667,0.133333333,0.533333333,0.266666667,0.6,1
0.133333333,0.2,0.133333333,0.133333333,0.133333333,0.466666667,0.466666667,0.333333333,0.333333333,0.466666667,0.4,0.4,0.133333333,0.533333333,0.333333333,0.6,1
0.333333333,0.466666667,0.466666667,0.333333333,0.2,0.533333333,0.533333333,0.333333333,0.066666667,0.466666667,0.533333333,0.533333333,0.533333333,0.6,0,0.533333333,22
0.133333333,0.533333333,0.2,0.4,0.133333333,0.533333333,0.466666667,0,0.466666667,0.866666667,0.4,0.6,0,0.533333333,0.066666667,0.533333333,8
0.066666667,0,0.133333333,0.066666667,0,0.466666667,0.466666667,0.4,0.533333333,0.466666667,0.4,0.866666667,0,0.533333333,0.266666667,0.666666667,2
0.4,0.666666667,0.533333333,0.533333333,0.466666667,0.466666667,0.466666667,0.2,0.4,0.4,0.4,0.533333333,0.4,0.466666667,0.866666667,0.666666667,23
0.266666667,0.733333333,0.4,0.533333333,0.333333333,0.466666667,0.466666667,0.2,0.533333333,0.333333333,0.4,0.533333333,0.133333333,0.533333333,0.4,0.533333333,23
0.2,0.2,0.266666667,0.266666667,0.133333333,0.466666667,0.4,0.733333333,0.066666667,0.533333333,0.6,0.533333333,0.466666667,0.4,0,0.533333333,12
0.2,0.4,0.266666667,0.6,0.533333333,0.466666667,0.4,0.4,0.066666667,0.466666667,0.4,0.466666667,0.266666667,0.666666667,0.466666667,0.733333333,15
0.4,0.666666667,0.533333333,0.533333333,0.533333333,0.4,0.4,0.4,0.333333333,0.466666667,0.533333333,0.733333333,0.533333333,0.4,0.133333333,0.6,12
0.266666667,0.533333333,0.4,0.4,0.266666667,0.6,0.533333333,0.066666667,0.4,0.866666667,0.333333333,0.333333333,0.133333333,0.6,0.2,0.6,5
0.4,0.466666667,0.533333333,0.333333333,0.4,0.533333333,0.4,0.133333333,0.333333333,0.6,0.533333333,0.533333333,0.533333333,0.266666667,0.133333333,0.466666667,12
0.133333333,0.2,0.266666667,0.133333333,0.133333333,0.533333333,0.533333333,0.133333333,0.466666667,0.666666667,0.333333333,0.466666667,0.066666667,0.6,0.266666667,0.533333333,18
0.2,0.333333333,0.333333333,0.2,0.133333333,0.466666667,0.733333333,0.266666667,0.2,0.8,0.333333333,0.133333333,0.066666667,0.666666667,0.133333333,0.533333333,15
0.2,0.4,0.266666667,0.266666667,0.133333333,0.4,0.466666667,0.4,0.466666667,0.4,0.466666667,0.8,0.066666667,0.533333333,0.266666667,0.666666667,2
0.2,0.266666667,0.266666667,0.333333333,0.2,0.533333333,0.466666667,0.466666667,0.133333333,0.333333333,0.466666667,0.6,0.133333333,0.6,0.333333333,0.666666667,16
0.133333333,0.2,0.2,0.066666667,0.066666667,0.533333333,0.466666667,0.466666667,0.333333333,0.466666667,0.4,0.533333333,0.133333333,0.533333333,0.2,0.533333333,14
0.133333333,0.066666667,0.2,0.133333333,0.066666667,0.533333333,0.4,0.4,0.4,0.4,0.333333333,0.6,0.066666667,0.466666667,0.4,0.666666667,6
0.133333333,0.266666667,0.2,0.4,0.066666667,0.333333333,0.466666667,0.466666667,0.6,0.533333333,0.4,0.933333333,0.066666667,0.6,0.266666667,0.6,2
0.266666667,0.733333333,0.533333333,0.533333333,0.4,0.6,0.333333333,0.066666667,0.266666667,0.466666667,0.133333333,0.4,0.2,0.533333333,0.4,0.4,0
0.2,0.466666667,0.333333333,0.333333333,0.2,0.533333333,0.466666667,0.133333333,0.6,0.733333333,0.333333333,0.466666667,0.066666667,0.466666667,0.4,0.533333333,25
0.266666667,0.333333333,0.4,0.266666667,0.4,0.466666667,0.466666667,0.333333333,0.266666667,0.466666667,0.4,0.533333333,0.4,0.6,0.466666667,0.466666667,21
0.266666667,0.466666667,0.4,0.4,0.4,0.4,0.533333333,0.2,0.2,0.533333333,0.466666667,0.533333333,0.333333333,0.8,0.6,0.6,4
0.066666667,0,0.133333333,0,0,0.466666667,0.933333333,0.066666667,0.266666667,0.466666667,0.666666667,0.533333333,0,0.533333333,0,0.533333333,19
0.333333333,0.533333333,0.4,0.4,0.333333333,0.466666667,0.4,0.6,0.333333333,0.333333333,0.266666667,0.333333333,0.333333333,0.466666667,0.266666667,0.666666667,13
0.333333333,0.6,0.533333333,0.4,0.333333333,0.666666667,0.4,0.133333333,0.6,0.733333333,0.266666667,0.533333333,0.133333333,0.533333333,0.333333333,0.733333333,4
0.266666667,0.6,0.4,0.466666667,0.266666667,0.533333333,0.133333333,0.133333333,0.2,0.466666667,0.066666667,0.533333333,0.133333333,0.466666667,0.2,0.4,0
0.266666667,0.4,0.333333333,0.266666667,0.2,0.6,0.466666667,0.266666667,0.333333333,0.666666667,0.2,0.466666667,0.2,0.466666667,0.266666667,0.666666667,17
0.133333333,0.066666667,0.2,0.066666667,0.066666667,0.4,0.6,0.4,0.4,0.466666667,0.666666667,0.6,0.2,0.666666667,0.066666667,0.533333333,20
0.266666667,0.666666667,0.266666667,0.466666667,0.266666667,0.2,0.533333333,0.333333333,0.6,0.466666667,0.4,0.933333333,0,0.533333333,0.4,0.533333333,4
0.466666667,0.666666667,0.466666667,0.533333333,0.266666667,0.133333333,0.8,0.133333333,0.2,0.666666667,0.733333333,0.533333333,0.133333333,0.666666667,0.066666667,0.533333333,21
0.333333333,0.666666667,0.4,0.533333333,0.533333333,0.533333333,0.533333333,0.4,0.4,0.466666667,0.4,0.4,0.4,0.533333333,0.4,0.666666667,1
0.266666667,0.4,0.4,0.266666667,0.266666667,0.466666667,0.533333333,0.133333333,0.533333333,0.8,0.466666667,0.533333333,0.066666667,0.6,0.4,0.466666667,25
0.266666667,0.466666667,0.4,0.333333333,0.2,0.4,0.466666667,0.133333333,0.466666667,0.666666667,0.466666667,0.666666667,0.2,0.533333333,0.2,0.533333333,10
0.266666667,0.6,0.333333333,0.4,0.333333333,0.466666667,0.466666667,0.4,0.4,0.466666667,0.4,0.333333333,0.2,0.533333333,0.2,0.466666667,3
0.2,0.333333333,0.333333333,0.266666667,0.266666667,0.6,0.533333333,0.133333333,0.4,0.533333333,0.333333333,0.4,0.133333333,0.4,0.466666667,0.466666667,23
0.333333333,0.333333333,0.466666667,0.4,0.466666667,0.466666667,0.533333333,0.266666667,0.2,0.533333333,0.533333333,0.4,0.4,0.733333333,0.333333333,0.333333333,15
0.466666667,0.6,0.666666667,0.466666667,0.533333333,0.533333333,0.466666667,0.133333333,0.4,0.666666667,0.4,0.533333333,0.2,0.533333333,0.2,0.466666667,7
0.266666667,0.533333333,0.333333333,0.4,0.4,0.4,0.466666667,0.266666667,0.266666667,0.4,0.466666667,0.666666667,0.4,0.666666667,0.266666667,0.533333333,2
0.333333333,0.733333333,0.466666667,0.533333333,0.466666667,0.6,0.466666667,0.266666667,0.333333333,0.6,0.266666667,0.4,0.2,0.533333333,0.2,0.533333333,3
0.333333333,0.466666667,0.4,0.6,0.466666667,0.6,0.466666667,0.466666667,0.133333333,0.333333333,0.4,0.666666667,0.2,0.6,0.4,0.6,16
0.4,0.666666667,0.4,0.466666667,0.2,0.266666667,0.666666667,0.066666667,0.533333333,0.666666667,0.666666667,0.333333333,0.133333333,0.8,0.266666667,0.2,24
0.333333333,0.6,0.4,0.466666667,0.333333333,0.466666667,0.6,0.266666667,0.4,0.4,0.266666667,0.533333333,0.266666667,0.333333333,0.4,0.6,17
0.2,0.466666667,0.266666667,0.333333333,0.133333333,0.466666667,0.533333333,0.533333333,0.466666667,0.4,0.466666667,0.533333333,0.133333333,0.466666667,0.4,0.733333333,6
0.266666667,0.466666667,0.333333333,0.333333333,0.266666667,0.466666667,0.533333333,0.333333333,0.466666667,0.466666667,0.266666667,0.4,0.4,0.466666667,0.333333333,0.533333333,17
0.133333333,0.266666667,0.266666667,0.2,0.133333333,0.4,0.733333333,0.133333333,0.4,0.866666667,0.4,0.266666667,0.066666667,0.666666667,0.066666667,0.466666667,5
0.333333333,0.6,0.333333333,0.333333333,0.2,0.666666667,0.333333333,0.266666667,0.4,0.8,0.2,0.533333333,0.2,0.533333333,0.466666667,0.733333333,16
0.266666667,0.666666667,0.266666667,0.466666667,0.133333333,0,0.866666667,0.266666667,0.266666667,0.8,0.733333333,0.466666667,0,0.533333333,0.133333333,0.4,5
0.466666667,0.6,0.466666667,0.733333333,0.466666667,0.533333333,0.4,0.466666667,0.333333333,0.6,0.533333333,0.6,0.333333333,0.6,0.533333333,0.6,16
0.133333333,0.2,0.2,0.133333333,0.066666667,0.333333333,0.8,0.2,0.4,0.733333333,0.6,0.266666667,0.066666667,0.666666667,0.133333333,0.333333333,19
0.2,0.533333333,0.266666667,0.4,0.133333333,0.4,0.533333333,0.466666667,0.6,0.333333333,0.466666667,0.8,0.066666667,0.466666667,0.266666667,0.6,2
0.266666667,0.666666667,0.4,0.466666667,0.266666667,0.466666667,0.6,0.4,0.333333333,0.466666667,0.4,0.466666667,0.4,0.533333333,0.133333333,0.4,13
0.066666667,0.133333333,0.133333333,0.2,0.066666667,0.666666667,0.4,0.133333333,0.4,0.8,0.266666667,0.533333333,0,0.466666667,0.066666667,0.466666667,9
0.133333333,0.066666667,0.2,0.133333333,0.066666667,0.466666667,0.466666667,0.466666667,0.4,0.466666667,0.4,0.533333333,0.133333333,0.533333333,0.2,0.533333333,14
0.133333333,0.333333333,0.2,0.266666667,0.2,0.533333333,0.466666667,0.333333333,0.6,0.4,0.4,0.466666667,0.133333333,0.533333333,0.466666667,0.533333333,25
0.2,0.466666667,0.266666667,0.333333333,0.266666667,0.533333333,0.333333333,0.733333333,0.066666667,0.4,0.533333333,0.533333333,0.4,0.333333333,0,0.466666667,12
0.066666667,0,0.133333333,0,0,0.533333333,0.6,0.2,0.066666667,0.4,0.8,0.533333333,0.133333333,0.733333333,0,0.533333333,21
0.2,0.4,0.333333333,0.266666667,0.2,0.466666667,0.466666667,0.066666667,0.466666667,0.666666667,0.4,0.533333333,0.2,0.533333333,0.2,0.466666667,23
0.266666667,0.533333333,0.266666667,0.333333333,0.133333333,0.466666667,0.333333333,1,0.066666667,0.466666667,0.533333333,0.533333333,0.2,0.533333333,0,0.533333333,7
0.2,0.466666667,0.333333333,0.333333333,0.2,0.466666667,0.533333333,0.133333333,0.6,0.733333333,0.4,0.6,0.066666667,0.6,0.4,0.533333333,25
